WO #,DI #,Site #,Site Name,Address,Latitude,Longitude,Category,Description,Geocode Status,Google Maps,Street View,Bing,FEMA Viewer,FIRMette Portal,MDOT NFC Map,FHWA Class,Urban/Rural,ACUB Name,Road Name,Eligibility,FIRMette Status,Map Status,AGOL Map
,,,Van Pelt Road,,44.575105,-85.566719,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.575105,-85.566719","https://www.google.com/maps?q&layer=c&cbll=44.575105,-85.566719",https://www.bing.com/maps?cp=44.575105~-85.566719&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.566719%2C44.575105&marker=-85.566719,44.575105,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.575105&longitude=-85.566719,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.566719,44.575105&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Lackey Road,,44.754752,-85.339715,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.754752,-85.339715","https://www.google.com/maps?q&layer=c&cbll=44.754752,-85.339715",https://www.bing.com/maps?cp=44.754752~-85.339715&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.339715%2C44.754752&marker=-85.339715,44.754752,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.754752&longitude=-85.339715,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.339715,44.754752&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,S Hobbs Highway,,44.657443,-85.497099,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.657443,-85.497099","https://www.google.com/maps?q&layer=c&cbll=44.657443,-85.497099",https://www.bing.com/maps?cp=44.657443~-85.497099&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.497099%2C44.657443&marker=-85.497099,44.657443,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.657443&longitude=-85.497099,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.497099,44.657443&level=16",Minor Collector,Urban,"Traverse City--Garfield, MI",,INELIGIBLE - Urban Minor Collector,,,
,,,Hager Road,,44.605395,-85.363368,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.605395,-85.363368","https://www.google.com/maps?q&layer=c&cbll=44.605395,-85.363368",https://www.bing.com/maps?cp=44.605395~-85.363368&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.363368%2C44.605395&marker=-85.363368,44.605395,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.605395&longitude=-85.363368,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.363368,44.605395&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Scout Camp Road,,44.670933,-85.475764,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.670933,-85.475764","https://www.google.com/maps?q&layer=c&cbll=44.670933,-85.475764",https://www.bing.com/maps?cp=44.670933~-85.475764&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.475764%2C44.670933&marker=-85.475764,44.670933,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.670933&longitude=-85.475764,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.475764,44.670933&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,E Arbutus Lake Road,,44.670729,-85.508038,C,"$5,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.670729,-85.508038","https://www.google.com/maps?q&layer=c&cbll=44.670729,-85.508038",https://www.bing.com/maps?cp=44.670729~-85.508038&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.508038%2C44.670729&marker=-85.508038,44.670729,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.670729&longitude=-85.508038,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.508038,44.670729&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
,,,Hannah Road,,44.530315,-85.645841,C,"$2,000.00 - Debris - Work Incomplete",,"https://www.google.com/maps?q=44.530315,-85.645841","https://www.google.com/maps?q&layer=c&cbll=44.530315,-85.645841",https://www.bing.com/maps?cp=44.530315~-85.645841&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.645841%2C44.530315&marker=-85.645841,44.530315,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.530315&longitude=-85.645841,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.645841,44.530315&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Whitney Road,,44.765111,-85.392407,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.765111,-85.392407","https://www.google.com/maps?q&layer=c&cbll=44.765111,-85.392407",https://www.bing.com/maps?cp=44.765111~-85.392407&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.392407%2C44.765111&marker=-85.392407,44.765111,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.765111&longitude=-85.392407,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.392407,44.765111&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Peninsula Drive,,44.893385,-85.526266,C,"$2,000.00 - Road Surface/Shoulder - Work Incomplete",,"https://www.google.com/maps?q=44.893385,-85.526266","https://www.google.com/maps?q&layer=c&cbll=44.893385,-85.526266",https://www.bing.com/maps?cp=44.893385~-85.526266&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.526266%2C44.893385&marker=-85.526266,44.893385,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.893385&longitude=-85.526266,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.526266,44.893385&level=16",Minor Collector,Rural,,,ELIGIBLE - Rural Local,,,
,,,Hawley Road,,44.787316,-85.430596,C,"$15,000.00 - Culvert - Work Complete",,"https://www.google.com/maps?q=44.787316,-85.430596","https://www.google.com/maps?q&layer=c&cbll=44.787316,-85.430596",https://www.bing.com/maps?cp=44.787316~-85.430596&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.430596%2C44.787316&marker=-85.430596,44.787316,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.787316&longitude=-85.430596,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.430596,44.787316&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Van Pelt Road,,44.579366,-85.56697,C,"$8,000.00 - Culvert - Work Complete",,"https://www.google.com/maps?q=44.579366,-85.56697","https://www.google.com/maps?q&layer=c&cbll=44.579366,-85.56697",https://www.bing.com/maps?cp=44.579366~-85.56697&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.56697%2C44.579366&marker=-85.56697,44.579366,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.579366&longitude=-85.56697,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.56697,44.579366&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Lossie Road,,44.787026,-85.351933,C,"$10,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.787026,-85.351933","https://www.google.com/maps?q&layer=c&cbll=44.787026,-85.351933",https://www.bing.com/maps?cp=44.787026~-85.351933&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.351933%2C44.787026&marker=-85.351933,44.787026,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.787026&longitude=-85.351933,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.351933,44.787026&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Swaney Road,,44.965152,-85.502657,C,"$40,000.00 - Culvert - Work Incomplete",,"https://www.google.com/maps?q=44.965152,-85.502657","https://www.google.com/maps?q&layer=c&cbll=44.965152,-85.502657",https://www.bing.com/maps?cp=44.965152~-85.502657&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.502657%2C44.965152&marker=-85.502657,44.965152,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.965152&longitude=-85.502657,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.502657,44.965152&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Swaney Road,,44.961437,-85.488307,C,"$50,000.00 - Culvert - Work Incomplete",,"https://www.google.com/maps?q=44.961437,-85.488307","https://www.google.com/maps?q&layer=c&cbll=44.961437,-85.488307",https://www.bing.com/maps?cp=44.961437~-85.488307&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.488307%2C44.961437&marker=-85.488307,44.961437,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.961437&longitude=-85.488307,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.488307,44.961437&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Nelson Road,,44.861597,-85.547306,C,"$15,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.861597,-85.547306","https://www.google.com/maps?q&layer=c&cbll=44.861597,-85.547306",https://www.bing.com/maps?cp=44.861597~-85.547306&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.547306%2C44.861597&marker=-85.547306,44.861597,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.861597&longitude=-85.547306,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.547306,44.861597&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
,,,Eagle Rise Road,,44.979799,-85.494309,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.979799,-85.494309","https://www.google.com/maps?q&layer=c&cbll=44.979799,-85.494309",https://www.bing.com/maps?cp=44.979799~-85.494309&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.494309%2C44.979799&marker=-85.494309,44.979799,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.979799&longitude=-85.494309,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.494309,44.979799&level=16",Non-Certified Roadway | Local,Rural,,,"REVIEW - non-certified class, check manually",,,
,,,Montague Road,,44.828034,-85.55374,C,"$10,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.828034,-85.55374","https://www.google.com/maps?q&layer=c&cbll=44.828034,-85.55374",https://www.bing.com/maps?cp=44.828034~-85.55374&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.55374%2C44.828034&marker=-85.55374,44.828034,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.828034&longitude=-85.55374,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.55374,44.828034&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
,,,Sawyer Road,,44.663237,-85.676605,C,"$180,000.00 - Culvert - Work Incomplete",,"https://www.google.com/maps?q=44.663237,-85.676605","https://www.google.com/maps?q&layer=c&cbll=44.663237,-85.676605",https://www.bing.com/maps?cp=44.663237~-85.676605&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.676605%2C44.663237&marker=-85.676605,44.663237,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.663237&longitude=-85.676605,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.676605,44.663237&level=16",Local | Non-Certified Roadway,Urban,"Traverse City--Garfield, MI",,"REVIEW - non-certified class, check manually",,,
,,,Hodge Road,,44.564733,-85.434408,C,"$60,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.564733,-85.434408","https://www.google.com/maps?q&layer=c&cbll=44.564733,-85.434408",https://www.bing.com/maps?cp=44.564733~-85.434408&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.434408%2C44.564733&marker=-85.434408,44.564733,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.564733&longitude=-85.434408,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.434408,44.564733&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,E Blair Townhall Road,,44.627677,-85.535201,C,"$15,000.00 - Culvert - Work Complete",,"https://www.google.com/maps?q=44.627677,-85.535201","https://www.google.com/maps?q&layer=c&cbll=44.627677,-85.535201",https://www.bing.com/maps?cp=44.627677~-85.535201&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.535201%2C44.627677&marker=-85.535201,44.627677,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.627677&longitude=-85.535201,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.535201,44.627677&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Rahe Road,,44.572316,-85.604976,C,"$25,000.00 - Culvert - Work Complete",,"https://www.google.com/maps?q=44.572316,-85.604976","https://www.google.com/maps?q&layer=c&cbll=44.572316,-85.604976",https://www.bing.com/maps?cp=44.572316~-85.604976&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.604976%2C44.572316&marker=-85.604976,44.572316,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.572316&longitude=-85.604976,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.604976,44.572316&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Willsey Road,,44.699993,-85.525886,C,"$15,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.699993,-85.525886","https://www.google.com/maps?q&layer=c&cbll=44.699993,-85.525886",https://www.bing.com/maps?cp=44.699993~-85.525886&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.525886%2C44.699993&marker=-85.525886,44.699993,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.699993&longitude=-85.525886,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.525886,44.699993&level=16",No road segment within 150 ft,Urban,"Traverse City--Garfield, MI",,No road segment within 150 ft - manual review,,,
,,,Salon Road,,44.659189,-85.530345,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.659189,-85.530345","https://www.google.com/maps?q&layer=c&cbll=44.659189,-85.530345",https://www.bing.com/maps?cp=44.659189~-85.530345&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.530345%2C44.659189&marker=-85.530345,44.659189,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.659189&longitude=-85.530345,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.530345,44.659189&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
,,,Miller Road,,44.584459,-85.703828,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.584459,-85.703828","https://www.google.com/maps?q&layer=c&cbll=44.584459,-85.703828",https://www.bing.com/maps?cp=44.584459~-85.703828&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.703828%2C44.584459&marker=-85.703828,44.584459,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.584459&longitude=-85.703828,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.703828,44.584459&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Wilson Road,,44.520022,-85.716621,C,"$5,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.520022,-85.716621","https://www.google.com/maps?q&layer=c&cbll=44.520022,-85.716621",https://www.bing.com/maps?cp=44.520022~-85.716621&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.716621%2C44.520022&marker=-85.716621,44.520022,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.520022&longitude=-85.716621,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.716621,44.520022&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Lake Road,,44.575021,-85.37314,C,"$6,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.575021,-85.37314","https://www.google.com/maps?q&layer=c&cbll=44.575021,-85.37314",https://www.bing.com/maps?cp=44.575021~-85.37314&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.37314%2C44.575021&marker=-85.37314,44.575021,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.575021&longitude=-85.37314,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.37314,44.575021&level=16",No road segment within 150 ft,Rural,,,No road segment within 150 ft - manual review,,,
,,,Marsh Road,,44.598532,-85.363302,C,"$7,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.598532,-85.363302","https://www.google.com/maps?q&layer=c&cbll=44.598532,-85.363302",https://www.bing.com/maps?cp=44.598532~-85.363302&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.363302%2C44.598532&marker=-85.363302,44.598532,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.598532&longitude=-85.363302,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.363302,44.598532&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Park Road,,44.816454,-85.400397,C,"$15,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.816454,-85.400397","https://www.google.com/maps?q&layer=c&cbll=44.816454,-85.400397",https://www.bing.com/maps?cp=44.816454~-85.400397&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.400397%2C44.816454&marker=-85.400397,44.816454,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.816454&longitude=-85.400397,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.400397,44.816454&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Herkner Road,,44.742297,-85.684971,C,"$6,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.742297,-85.684971","https://www.google.com/maps?q&layer=c&cbll=44.742297,-85.684971",https://www.bing.com/maps?cp=44.742297~-85.684971&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.684971%2C44.742297&marker=-85.684971,44.742297,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.742297&longitude=-85.684971,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.684971,44.742297&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
,,,Schell Road,,44.567042,-85.567042,C,"$7,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.567042,-85.567042","https://www.google.com/maps?q&layer=c&cbll=44.567042,-85.567042",https://www.bing.com/maps?cp=44.567042~-85.567042&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.567042%2C44.567042&marker=-85.567042,44.567042,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.567042&longitude=-85.567042,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.567042,44.567042&level=16",No road segment within 150 ft,Rural,,,No road segment within 150 ft - manual review,,,
,,,Karlin Road,,44.57719,-85.765153,C,"$15,000.00 - Road Surface/Shoulder - Work Complete",,"https://www.google.com/maps?q=44.57719,-85.765153","https://www.google.com/maps?q&layer=c&cbll=44.57719,-85.765153",https://www.bing.com/maps?cp=44.57719~-85.765153&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.765153%2C44.57719&marker=-85.765153,44.57719,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.57719&longitude=-85.765153,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.765153,44.57719&level=16",No road segment within 150 ft,Rural,,,No road segment within 150 ft - manual review,,,
,,,Pouzar Road,,44.546695,-85.805556,C,"$15,000.00 - Scour - Work Complete",,"https://www.google.com/maps?q=44.546695,-85.805556","https://www.google.com/maps?q&layer=c&cbll=44.546695,-85.805556",https://www.bing.com/maps?cp=44.546695~-85.805556&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.805556%2C44.546695&marker=-85.805556,44.546695,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.546695&longitude=-85.805556,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.805556,44.546695&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Bennett Road,,44.801564,-85.454308,C,"$15,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.801564,-85.454308","https://www.google.com/maps?q&layer=c&cbll=44.801564,-85.454308",https://www.bing.com/maps?cp=44.801564~-85.454308&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.454308%2C44.801564&marker=-85.454308,44.801564,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.801564&longitude=-85.454308,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.454308,44.801564&level=16",Local,Rural,,,ELIGIBLE - Rural Local,,,
,,,Barney Road,,44.76393,-85.738121,C,"$10,000.00 - Scour - Work Incomplete",,"https://www.google.com/maps?q=44.76393,-85.738121","https://www.google.com/maps?q&layer=c&cbll=44.76393,-85.738121",https://www.bing.com/maps?cp=44.76393~-85.738121&lvl=18&style=h,"https://fema.maps.arcgis.com/apps/mapviewer/index.html?find=-85.738121%2C44.76393&marker=-85.738121,44.76393,4326&level=16",https://msc.fema.gov/portal/firmette?latitude=44.76393&longitude=-85.738121,"https://www.arcgis.com/apps/mapviewer/index.html?url=https%3A%2F%2Fmdotgis.state.mi.us%2Farcgis%2Frest%2Fservices%2FWidget%2FNextGenPrFinderPub%2FFeatureServer%2F353&center=-85.738121,44.76393&level=16",Local,Urban,"Traverse City--Garfield, MI",,ELIGIBLE - Urban Local,,,
